epoch,loss_total,loss_style_swd,loss_mse,learning_rate,epoch_time
101,28.142489,0.093030,22.280911,9.32e-05,0.00
102,27.200598,0.077157,22.353244,9.31e-05,0.00
103,26.993266,0.074790,22.290364,9.30e-05,0.00
104,26.830909,0.074321,22.155735,9.28e-05,0.00
105,26.630758,0.073291,22.072812,9.27e-05,0.00
106,26.532353,0.072167,22.058123,9.26e-05,0.00
107,26.672783,0.073312,22.036423,9.24e-05,0.00
108,26.783767,0.075047,22.049863,9.23e-05,0.00
109,26.421302,0.070138,21.999809,9.22e-05,0.00
110,26.547857,0.072297,21.987955,9.20e-05,0.00
111,26.391771,0.070890,21.944067,9.19e-05,0.00
112,26.257229,0.069964,21.877046,9.17e-05,0.00
113,26.406014,0.072851,21.847561,9.16e-05,0.00
114,26.486584,0.074212,21.831751,9.14e-05,0.00
